id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSamplePackage	BioSampleOrganism	BioSampleOrganismAlt	BioSampleTaxonomyID	BioSampleIsolate	BioSampleCollectedBy	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleHostAge	BioSampleHostAgeUnit	BioSampleHostSex	BioSampleHostAnatomicalPart	BioSamplePassageHistory	BioSampleGISAIDAccession	BioSampleGISAIDVirusName	BioSampleSequencedBy	BioSamplePurposeSampling	BioSamplePurposeSequencing	BioSampleCollectionDevice	BioSampleDiagGeneName	BioSamplePCRCtValue	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleSubmissionDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
1	29612585	SAMN29612585		PRJNA857067	SRS14083986	Pathogen: environmental/food/other sample from Streptococcus agalactiae	KALRO-Sagal2	Pathogen.env.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		KALRO	2021-12-10	Kenya:Laikipia ranch	Camelus dromedarius															mastitis-infection		0.360600 N 36.782000 E		2022-07-08T16:32:14.963	2022-07-22T12:33:30.260	2022-07-08T00:00:00.000	Kenya Agricultural and Livestock Research Organisation
1412	4592859	SAMN04592859		PRJNA315969	SRS1370940	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49917	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.157	2016-04-01T10:52:22.893	2016-03-31T11:55:03.190	University of Oxford
1413	4592858	SAMN04592858		PRJNA315969	SRS1370941	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49870	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.097	2016-04-01T10:52:22.577	2016-03-31T11:55:03.190	University of Oxford
1414	4592857	SAMN04592857		PRJNA315969	SRS1370943	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49839	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.037	2016-04-01T10:52:19.467	2016-03-31T11:55:03.190	University of Oxford
1415	4592856	SAMN04592856		PRJNA315969	SRS1370946	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49831	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:43.990	2016-04-01T10:52:17.700	2016-03-31T11:55:03.190	University of Oxford
1416	4592855	SAMN04592855		PRJNA315969	SRS1370944	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49793	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:43.943	2016-04-01T10:52:18.563	2016-03-31T11:55:03.190	University of Oxford
1417	4592854	SAMN04592854		PRJNA315969	SRS1370945	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49791	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:43.890	2016-04-01T10:52:18.010	2016-03-31T11:55:03.190	University of Oxford
1418	4592853	SAMN04592853		PRJNA315969	SRS1370948	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49768	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:43.847	2016-04-01T10:52:16.880	2016-03-31T11:55:03.190	University of Oxford
1419	4592852	SAMN04592852		PRJNA315969	SRS1370947	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49740	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:43.797	2016-04-01T10:52:17.253	2016-03-31T11:55:03.190	University of Oxford
1420	4592851	SAMN04592851		PRJNA315969	SRS1370949	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49739	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:43.750	2016-04-01T10:52:16.577	2016-03-31T11:55:03.190	University of Oxford
1421	4592850	SAMN04592850		PRJNA315969	SRS1370950	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49738	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:43.700	2016-04-01T10:52:16.257	2016-03-31T11:55:03.190	University of Oxford
1422	4592849	SAMN04592849		PRJNA315969	SRS1370954	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K23965	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2007	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:43.663	2016-04-01T10:52:15.070	2016-03-31T11:55:03.190	University of Oxford
1423	4592848	SAMN04592848		PRJNA315969	SRS1370951	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K23286	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2007	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:43.620	2016-04-01T10:52:15.993	2016-03-31T11:55:03.190	University of Oxford
1424	4592847	SAMN04592847		PRJNA315969	SRS1370952	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K20349	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2006	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:43.580	2016-04-01T10:52:15.677	2016-03-31T11:55:03.190	University of Oxford
1425	4592846	SAMN04592846		PRJNA315969	SRS1370953	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K20332	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2006	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:43.533	2016-04-01T10:52:15.393	2016-03-31T11:55:03.190	University of Oxford
1426	4592845	SAMN04592845		PRJNA315969	SRS1370955	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K20251	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	missing	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:43.487	2016-04-01T10:52:14.773	2016-03-31T11:55:03.190	University of Oxford
1427	4592844	SAMN04592844		PRJNA315969	SRS1370956	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K20230	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2006	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:43.440	2016-04-01T10:52:14.147	2016-03-31T11:55:03.190	University of Oxford
1428	4592843	SAMN04592843		PRJNA315969	SRS1370958	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K20019	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2006	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:43.397	2016-04-01T10:52:12.220	2016-03-31T11:55:03.190	University of Oxford
1429	4592842	SAMN04592842		PRJNA315969	SRS1370957	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K19924	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2006	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:43.347	2016-04-01T10:52:13.537	2016-03-31T11:55:03.190	University of Oxford
1430	4592841	SAMN04592841		PRJNA315969	SRS1370959	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K19244	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2006	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:43.303	2016-04-01T10:52:12.000	2016-03-31T11:55:03.190	University of Oxford
1431	4592840	SAMN04592840		PRJNA315969	SRS1370960	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K19212	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2006	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:43.253	2016-04-01T10:52:11.710	2016-03-31T11:55:03.190	University of Oxford
1432	4592839	SAMN04592839		PRJNA315969	SRS1370963	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K19170	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2006	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:43.217	2016-04-01T10:52:10.950	2016-03-31T11:55:03.190	University of Oxford
1433	4592838	SAMN04592838		PRJNA315969	SRS1370961	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K18723	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2006	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:43.173	2016-04-01T10:52:11.450	2016-03-31T11:55:03.190	University of Oxford
1434	4592837	SAMN04592837		PRJNA315969	SRS1370962	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K17900	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2006	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:43.130	2016-04-01T10:52:11.187	2016-03-31T11:55:03.190	University of Oxford
1435	4592836	SAMN04592836		PRJNA315969	SRS1370964	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K17897	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2006	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:43.067	2016-04-01T10:52:10.670	2016-03-31T11:55:03.190	University of Oxford
1436	4592835	SAMN04592835		PRJNA315969	SRS1370965	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K17389	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2005	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:43.027	2016-04-01T10:52:10.423	2016-03-31T11:55:03.190	University of Oxford
1437	4592834	SAMN04592834		PRJNA315969	SRS1370966	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K17308	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2005	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.983	2016-04-01T10:52:10.170	2016-03-31T11:55:03.190	University of Oxford
1438	4592833	SAMN04592833		PRJNA315969	SRS1370967	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K17224	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2005	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.930	2016-04-01T10:52:09.927	2016-03-31T11:55:03.190	University of Oxford
1439	4592832	SAMN04592832		PRJNA315969	SRS1370968	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K17110	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2005	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.880	2016-04-01T10:52:09.673	2016-03-31T11:55:03.190	University of Oxford
1440	4592831	SAMN04592831		PRJNA315969	SRS1370971	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K16827	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2005	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.787	2016-04-01T10:52:08.990	2016-03-31T11:55:03.190	University of Oxford
1441	4592830	SAMN04592830		PRJNA315969	SRS1370969	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K16755	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2005	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.700	2016-04-01T10:52:09.420	2016-03-31T11:55:03.190	University of Oxford
1442	4592829	SAMN04592829		PRJNA315969	SRS1370970	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K16534	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2005	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.647	2016-04-01T10:52:09.207	2016-03-31T11:55:03.190	University of Oxford
1443	4592828	SAMN04592828		PRJNA315969	SRS1370972	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K14206	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2005	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.560	2016-04-01T10:52:08.793	2016-03-31T11:55:03.190	University of Oxford
1444	4592827	SAMN04592827		PRJNA315969	SRS1370974	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K13758	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2004	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.483	2016-04-01T10:52:08.377	2016-03-31T11:55:03.190	University of Oxford
1445	4592826	SAMN04592826		PRJNA315969	SRS1370973	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K11385	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2003	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.423	2016-04-01T10:52:08.603	2016-03-31T11:55:03.190	University of Oxford
1446	4592825	SAMN04592825		PRJNA315969	SRS1370976	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59563	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.380	2016-04-01T10:52:07.777	2016-03-31T11:55:03.190	University of Oxford
1447	4592824	SAMN04592824		PRJNA315969	SRS1370977	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K57810	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.343	2016-04-01T10:52:06.033	2016-03-31T11:55:03.190	University of Oxford
1448	4592823	SAMN04592823		PRJNA315969	SRS1370979	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K57085	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.303	2016-04-01T10:52:05.517	2016-03-31T11:55:03.190	University of Oxford
1449	4592822	SAMN04592822		PRJNA315969	SRS1370978	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K57018	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.263	2016-04-01T10:52:05.813	2016-03-31T11:55:03.190	University of Oxford
1450	4592821	SAMN04592821		PRJNA315969	SRS1370980	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K10268	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2003	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.203	2016-04-01T10:52:05.270	2016-03-31T11:55:03.190	University of Oxford
1451	4592820	SAMN04592820		PRJNA315969	SRS1370981	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K56640	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.163	2016-04-01T10:52:05.030	2016-03-31T11:55:03.190	University of Oxford
1452	4592819	SAMN04592819		PRJNA315969	SRS1370983	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K55826	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.127	2016-04-01T10:52:04.513	2016-03-31T11:55:03.190	University of Oxford
1453	4592818	SAMN04592818		PRJNA315969	SRS1370982	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K55813	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.087	2016-04-01T10:52:04.777	2016-03-31T11:55:03.190	University of Oxford
1454	4592817	SAMN04592817		PRJNA315969	SRS1370984	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K9182	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2002	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:42.037	2016-04-01T10:52:04.257	2016-03-31T11:55:03.190	University of Oxford
1455	4592816	SAMN04592816		PRJNA315969	SRS1370985	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K52758	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:41.983	2016-04-01T10:52:02.627	2016-03-31T11:55:03.190	University of Oxford
1456	4592815	SAMN04592815		PRJNA315969	SRS1370986	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K8568	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2002	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:41.943	2016-04-01T10:52:02.337	2016-03-31T11:55:03.190	University of Oxford
1457	4592814	SAMN04592814		PRJNA315969	SRS1370987	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K8555	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2002	Kenya	Homo sapiens	Streptococcal infections														blood		3.6333 S 39.8500 E		2016-03-31T11:55:41.903	2016-04-01T10:52:02.010	2016-03-31T11:55:03.190	University of Oxford
